payment_id,user_id,amount,payment_date,plan_type,valid_until,churn_status,renewed,transaction_type,subscription_length,overlapping_subscription,subscription_sequence
T50670022208,16279,7.99,2025-03-05,Standard,2025-04-04,churned,False,payment,30,False,2
T70797879350,15546,7.99,2025-03-04,Standard,2025-04-03,churned,False,payment,30,False,3
T91277241090,15475,12.99,2025-03-04,Premium,2025-05-03,active,True,payment,60,False,3
T85343555196,15438,12.99,2025-03-04,Premium,2025-05-03,active,True,payment,60,False,4
T53607966914,15431,7.99,2025-03-04,Standard,2025-04-03,active,True,payment,30,False,4
T61837475327,15002,7.99,2025-03-04,Standard,2025-04-03,active,True,payment,30,False,3
T93940511599,15549,7.99,2025-03-04,Standard,2025-04-03,active,True,payment,30,False,3
T60940694266,16197,4.99,2025-03-04,Student Plan,2025-04-03,active,True,payment,30,False,3
T85067123458,16142,4.99,2025-03-04,Student Plan,2025-04-03,active,True,payment,30,False,3
T56517880736,15497,12.99,2025-03-04,Premium,2025-05-03,active,True,payment,60,False,3
T96502866015,16056,4.99,2025-03-04,Student Plan,2025-04-03,active,True,payment,30,False,3
T75591391159,16144,7.99,2025-03-04,Standard,2025-04-03,churned,False,payment,30,False,3
T84333125905,16146,4.99,2025-03-04,Student Plan,2025-04-03,active,True,payment,30,False,3
T88972335591,16918,7.99,2025-03-04,Standard,2025-04-03,active,True,payment,30,False,2
T71221970174,15323,4.99,2025-03-04,Student Plan,2025-04-03,active,True,payment,30,False,4
T90144432402,16920,12.99,2025-03-04,Premium,2025-05-03,active,True,payment,60,False,2
T50937450168,16921,7.99,2025-03-04,Standard,2025-04-03,active,True,payment,30,False,2
T85374816737,15012,12.99,2025-03-04,Premium,2025-05-03,active,True,payment,60,False,3
T94194589485,16188,12.99,2025-03-04,Premium,2025-05-03,active,True,payment,60,False,2
T71589563769,16168,7.99,2025-03-04,Standard,2025-04-03,active,True,payment,30,False,3
T68050850828,16990,4.99,2025-03-04,Student Plan,2025-04-03,active,True,payment,30,False,2
T87011117188,16137,4.99,2025-03-04,Student Plan,2025-04-03,churned,False,payment,30,False,3
T67729599197,16941,4.99,2025-03-04,Student Plan,2025-04-03,churned,False,payment,30,False,2
T93979481698,16139,4.99,2025-03-04,Student Plan,2025-04-03,active,True,payment,30,False,3
T69255186203,16178,7.99,2025-03-04,Standard,2025-04-03,active,True,payment,30,False,3
T98685607161,16945,4.99,2025-03-04,Student Plan,2025-04-03,active,True,payment,30,False,2
T71525813576,16930,7.99,2025-03-04,Standard,2025-04-03,active,True,payment,30,False,2
T71711384849,16183,12.99,2025-03-04,Premium,2025-05-03,active,True,payment,60,False,2
T82336388646,16217,12.99,2025-03-04,Premium,2025-05-03,active,True,payment,60,False,3
T63614940247,15467,7.99,2025-03-04,Standard,2025-04-03,active,True,payment,30,False,3
T56566592819,15500,7.99,2025-03-04,Standard,2025-04-03,active,True,payment,30,False,4
T87609532684,15520,-1.0,2025-03-03,Premium,2025-05-02,active,True,refund/credit,60,False,3
T76946217643,15391,7.99,2025-03-03,Standard,2025-04-02,active,True,payment,30,False,4
T61717717547,15408,12.99,2025-03-03,Premium,2025-05-02,active,True,payment,60,False,3
T89730685820,16956,7.99,2025-03-03,Standard,2025-04-02,churned,False,payment,30,False,2
T82576450973,16975,7.99,2025-03-03,Standard,2025-04-02,active,True,payment,30,False,2
T91219722625,15540,12.99,2025-03-03,Premium,2025-05-02,active,True,payment,60,False,3
T79749225344,16135,7.99,2025-03-03,Standard,2025-04-02,active,True,payment,30,False,3
T75587542487,15444,7.99,2025-03-03,Standard,2025-04-02,active,True,payment,30,False,4
T96237179072,16991,7.99,2025-03-03,Standard,2025-04-02,active,True,payment,30,False,2
T50024692362,16170,7.99,2025-03-03,Standard,2025-04-02,active,True,payment,30,False,2
T96110866646,16173,12.99,2025-03-03,Premium,2025-05-02,active,True,payment,60,False,2
T66365353514,16927,12.99,2025-03-03,Premium,2025-05-02,active,True,payment,60,False,2
T69262721678,16174,12.99,2025-03-03,Premium,2025-05-02,active,True,payment,60,False,2
T51897028383,15441,7.99,2025-03-03,Standard,2025-04-02,active,True,payment,30,False,3
T51237125770,16176,12.99,2025-03-03,Premium,2025-05-02,active,True,payment,60,False,2
T84625379442,16218,12.99,2025-03-03,Premium,2025-05-02,active,True,payment,60,False,2
T68372903413,16181,12.99,2025-03-03,Premium,2025-05-02,active,True,payment,60,False,2
T81523799709,15440,12.99,2025-03-03,Premium,2025-05-02,active,True,payment,60,False,4
T79779021368,16186,4.99,2025-03-03,Student Plan,2025-04-02,active,True,payment,30,False,3
T86343666289,16995,7.99,2025-03-03,Standard,2025-04-02,active,True,payment,30,False,2
T56066918969,16214,2.8998217,2025-03-03,Premium,2025-05-02,active,True,payment,60,False,2
T78897164422,15437,7.99,2025-03-03,Standard,2025-04-02,churned,False,payment,30,False,4
T88423726883,16981,7.99,2025-03-03,Standard,2025-04-02,active,True,payment,30,False,2
T64782469250,16136,4.99,2025-03-03,Student Plan,2025-04-02,active,True,payment,30,False,3
T51802199197,15348,4.99,2025-03-03,Student Plan,2025-04-02,active,True,payment,30,False,4
T65407249876,15376,7.99,2025-03-03,Standard,2025-04-02,active,True,payment,30,False,4
T86128165426,16125,7.99,2025-03-03,Standard,2025-04-02,active,True,payment,30,False,3
T89071179949,16121,4.99,2025-03-03,Student Plan,2025-04-02,active,True,payment,30,False,3
T80585269423,16976,7.99,2025-03-03,Standard,2025-04-02,active,True,payment,30,False,2
T80555888094,16908,12.99,2025-03-03,Premium,2025-05-02,active,True,payment,60,False,2
T59559755164,15478,12.99,2025-03-03,Premium,2025-05-02,active,True,payment,60,False,3
T96421202613,16978,4.99,2025-03-03,Student Plan,2025-04-02,active,True,payment,30,False,2
T79076439124,16906,4.99,2025-03-03,Student Plan,2025-04-02,churned,False,payment,30,False,2
T84962132512,16099,7.99,2025-03-03,Standard,2025-04-02,active,True,payment,30,False,3
T53966561721,15360,7.99,2025-03-03,Standard,2025-04-02,active,True,payment,30,False,4
T76331690472,16894,4.99,2025-03-03,Student Plan,2025-04-02,active,True,payment,30,False,2
T58247578596,16966,4.99,2025-03-02,Student Plan,2025-04-01,active,True,payment,30,False,2
T77666443133,16868,7.99,2025-03-02,Standard,2025-04-01,active,True,payment,30,False,2
T85396528903,16959,7.99,2025-03-02,Standard,2025-04-01,active,True,payment,30,False,2
T85149146703,16996,7.99,2025-03-02,Standard,2025-04-01,active,True,payment,30,False,2
T52783796676,16979,4.99,2025-03-02,Student Plan,2025-04-01,active,True,payment,30,False,2
T99610854988,16969,7.99,2025-03-02,Standard,2025-04-01,active,True,payment,30,False,2
T67277704962,15397,7.99,2025-03-02,Standard,2025-04-01,active,True,payment,30,False,4
T61532787629,15423,3.141689,2025-03-02,Premium,2025-05-01,active,True,payment,60,False,4
T87090945755,16992,7.99,2025-03-02,Standard,2025-04-01,active,True,payment,30,False,2
T77218471187,16964,7.99,2025-03-02,Standard,2025-04-01,active,True,payment,30,False,2
T53814531499,16870,7.99,2025-03-02,Standard,2025-04-01,active,True,payment,30,False,2
T64647978191,15458,7.99,2025-03-02,Standard,2025-04-01,churned,False,payment,30,False,3
T94563273893,16043,12.99,2025-03-02,Premium,2025-05-01,active,True,payment,60,False,3
T58801434200,16171,12.99,2025-03-02,Premium,2025-05-01,active,True,payment,60,False,2
T66705657937,16885,-5.99,2025-03-02,Standard,2025-04-01,active,True,refund/credit,30,False,2
T52593789829,16160,12.99,2025-03-02,Premium,2025-05-01,active,True,payment,60,False,2
T76160684751,16061,7.99,2025-03-02,Standard,2025-04-01,churned,False,payment,30,False,3
T97362464162,16158,7.99,2025-03-02,Standard,2025-04-01,active,True,payment,30,False,2
T61825318846,16153,12.99,2025-03-02,Premium,2025-05-01,active,True,payment,60,False,2
T65556329014,16919,7.99,2025-03-02,Standard,2025-04-01,active,True,payment,30,False,2
T68872944174,16133,12.99,2025-03-02,Premium,2025-05-01,active,True,payment,60,False,2
T69360847964,16129,4.99,2025-03-02,Student Plan,2025-04-01,active,True,payment,30,False,3
T72353869528,15466,7.99,2025-03-02,Standard,2025-04-01,active,True,payment,30,False,3
T97465917670,16076,12.99,2025-03-02,Premium,2025-05-01,active,True,payment,60,False,3
T61460557874,16115,7.99,2025-03-02,Standard,2025-04-01,active,True,payment,30,False,2
T84762999027,16108,12.99,2025-03-02,Premium,2025-05-01,active,True,payment,60,False,2
T58695064059,16898,7.99,2025-03-02,Standard,2025-04-01,active,True,payment,30,False,2
T96089691167,16090,7.99,2025-03-02,Standard,2025-04-01,churned,False,payment,30,False,3
T76393562504,16876,7.99,2025-03-02,Standard,2025-04-01,active,True,payment,30,False,2
T76891602761,16951,7.99,2025-03-02,Standard,2025-04-01,active,True,payment,30,False,2
T85739536689,16096,4.99,2025-03-02,Student Plan,2025-04-01,active,True,payment,30,False,3
T78570544591,16224,4.99,2025-03-02,Student Plan,2025-04-01,active,True,payment,30,False,2
T94682144350,16095,7.99,2025-03-02,Standard,2025-04-01,churned,False,payment,30,False,3
T56190591147,16212,12.99,2025-03-02,Premium,2025-05-01,active,True,payment,60,False,2
T55464113175,16209,12.99,2025-03-02,Premium,2025-05-01,active,True,payment,60,False,2
T86894384090,16202,12.99,2025-03-02,Premium,2025-05-01,active,True,payment,60,False,2
T97607907272,16881,7.99,2025-03-02,Standard,2025-04-01,active,True,payment,30,False,2
T55963678219,16934,12.99,2025-03-02,Premium,2025-05-01,active,True,payment,60,False,2
T85829391450,16191,12.99,2025-03-02,Premium,2025-05-01,active,True,payment,60,False,2
T53432841693,16932,7.99,2025-03-02,Standard,2025-04-01,churned,False,payment,30,False,2
T53694895920,16884,4.99,2025-03-01,Student Plan,2025-03-31,churned,False,payment,30,False,2
T96374959786,15349,7.99,2025-03-01,Standard,2025-03-31,active,True,payment,30,False,4
T57445851315,15449,7.99,2025-03-01,Standard,2025-03-31,active,True,payment,30,False,3
T65437348877,16877,7.99,2025-03-01,Standard,2025-03-31,active,True,payment,30,False,2
T67183194305,16120,12.99,2025-03-01,Premium,2025-04-30,active,True,payment,60,False,2
T84384070795,16119,7.99,2025-03-01,Standard,2025-03-31,active,True,payment,30,False,3
T63305925527,15347,7.99,2025-03-01,Standard,2025-03-31,active,True,payment,30,False,3
T99780625661,16030,7.99,2025-03-01,Standard,2025-03-31,active,True,payment,30,False,3
T50272597924,16195,7.99,2025-03-01,Standard,2025-03-31,active,True,payment,30,False,2
T66596467500,15373,4.99,2025-03-01,Student Plan,2025-03-31,churned,False,payment,30,False,4
T89481091851,16021,7.99,2025-03-01,Standard,2025-03-31,active,True,payment,30,False,3
T78955809003,16935,7.99,2025-03-01,Standard,2025-03-31,active,True,payment,30,False,2
T56239942123,15354,7.99,2025-03-01,Standard,2025-03-31,churned,False,payment,30,False,4
T95021607449,16101,7.99,2025-03-01,Standard,2025-03-31,active,True,payment,30,False,3
T53239327743,16903,7.99,2025-03-01,Standard,2025-03-31,active,True,payment,30,False,2
T74773772290,16045,12.99,2025-03-01,Premium,2025-04-30,active,True,payment,60,False,3
T52145881836,16902,4.99,2025-03-01,Student Plan,2025-03-31,active,True,payment,30,False,2
T81790421731,15393,12.99,2025-03-01,Premium,2025-04-30,churned,False,payment,60,False,3
T94724293268,15342,7.99,2025-03-01,Standard,2025-03-31,active,True,payment,30,False,4
T66355865169,16140,12.99,2025-03-01,Premium,2025-04-30,active,True,payment,60,False,2
T91592201844,16155,12.99,2025-03-01,Premium,2025-04-30,active,True,payment,60,False,2
T87571950120,16929,7.99,2025-03-01,Standard,2025-03-31,active,True,payment,30,False,2
T82010839187,16888,7.99,2025-03-01,Standard,2025-03-31,active,True,payment,30,False,2
T51028438035,16002,12.99,2025-03-01,Premium,2025-04-30,active,True,payment,60,False,3
T94655376093,15464,7.99,2025-03-01,Standard,2025-03-31,churned,False,payment,30,False,3
T74219533918,16092,7.99,2025-03-01,Standard,2025-03-31,churned,False,payment,30,False,3
T62202077822,15387,7.99,2025-03-01,Standard,2025-03-31,churned,False,payment,30,False,4
T74686488498,16924,7.99,2025-03-01,Standard,2025-03-31,churned,False,payment,30,False,2
T66415435215,16132,12.99,2025-03-01,Premium,2025-04-30,active,True,payment,60,False,3
T77817476397,16068,12.99,2025-03-01,Premium,2025-04-30,active,True,payment,60,False,3
T57394963564,16157,12.99,2025-03-01,Premium,2025-04-30,churned,False,payment,60,False,2
T63884275342,16879,7.99,2025-02-28,Standard,2025-03-30,active,True,payment,30,False,2
T62892699933,16041,12.99,2025-02-28,Premium,2025-04-29,active,True,payment,60,False,3
T82255997816,16827,7.99,2025-02-28,Standard,2025-03-30,churned,False,payment,30,False,2
T86330710939,16830,7.99,2025-02-28,Standard,2025-03-30,active,True,payment,30,False,2
T52142209057,16055,7.99,2025-02-28,Standard,2025-03-30,active,True,payment,30,False,3
T75541667016,16071,12.99,2025-02-28,Premium,2025-04-29,active,True,payment,60,False,2
T80546119002,16839,7.99,2025-02-28,Standard,2025-03-30,active,True,payment,30,False,2
T91455048401,16087,12.99,2025-02-28,Premium,2025-04-29,active,True,payment,60,False,2
T89864389056,16079,12.99,2025-02-28,Premium,2025-04-29,active,True,payment,60,False,2
T85634649844,16070,12.99,2025-02-28,Premium,2025-04-29,active,True,payment,60,False,2
T65076921890,16878,12.99,2025-02-28,Premium,2025-04-29,active,True,payment,60,False,2
T83082442993,16838,7.99,2025-02-28,Standard,2025-03-30,active,True,payment,30,False,2
T87220128941,16049,12.99,2025-02-28,Premium,2025-04-29,churned,False,payment,60,False,3
T74695355154,16891,7.99,2025-02-28,Standard,2025-03-30,active,True,payment,30,False,2
T64351187370,16833,4.99,2025-02-28,Student Plan,2025-03-30,active,True,payment,30,False,2
T61531729932,15414,7.99,2025-02-28,Standard,2025-03-30,active,True,payment,30,False,4
T61749632741,15395,7.99,2025-02-28,Standard,2025-03-30,churned,False,payment,30,False,3
T92218773698,16069,4.99,2025-02-28,Student Plan,2025-03-30,active,True,payment,30,False,3
T83717267535,16098,12.99,2025-02-28,Premium,2025-04-29,churned,False,payment,60,False,2
T85806273728,16130,12.99,2025-02-28,Premium,2025-04-29,active,True,payment,60,False,2
T82222951237,16940,7.99,2025-02-28,Standard,2025-03-30,active,True,payment,30,False,2
T63866534258,16936,4.99,2025-02-28,Student Plan,2025-03-30,active,True,payment,30,False,2
T87364109280,16008,7.99,2025-02-28,Standard,2025-03-30,active,True,payment,30,False,3
T73325347998,16003,7.99,2025-02-28,Standard,2025-03-30,active,True,payment,30,False,3
T88401601010,16175,7.99,2025-02-28,Standard,2025-03-30,active,True,payment,30,False,2
T96173396716,15303,12.99,2025-02-28,Premium,2025-04-29,active,True,payment,60,False,4
T62365101372,16864,7.99,2025-02-28,Standard,2025-03-30,active,True,payment,30,False,2
T88832709381,16172,12.99,2025-02-28,Premium,2025-04-29,active,True,payment,60,False,2
T65375146304,16863,7.99,2025-02-28,Standard,2025-03-30,active,True,payment,30,False,2
T85243131485,16925,7.99,2025-02-28,Standard,2025-03-30,active,True,payment,30,False,2
T57755063624,15263,7.99,2025-02-28,Standard,2025-03-30,churned,False,payment,30,False,4
T61799051211,16861,7.99,2025-02-28,Standard,2025-03-30,active,True,payment,30,False,2
T75894039295,16150,12.99,2025-02-28,Premium,2025-04-29,active,True,payment,60,False,2
T59685946061,16854,12.99,2025-02-28,Premium,2025-04-29,active,True,payment,60,False,2
T84369998454,16109,7.99,2025-02-28,Standard,2025-03-30,active,True,payment,30,False,3
T81576331102,15409,12.99,2025-02-28,Premium,2025-04-29,active,True,payment,60,False,4
T86674534417,16122,12.99,2025-02-28,Premium,2025-04-29,churned,False,payment,60,False,2
T59696088054,16905,7.99,2025-02-28,Standard,2025-03-30,active,True,payment,30,False,2
T89048235367,16821,4.99,2025-02-28,Student Plan,2025-03-30,churned,False,payment,30,False,2
T63011343065,16813,7.99,2025-02-27,Standard,2025-03-29,active,True,payment,30,False,2
T55576895463,16811,7.99,2025-02-27,Standard,2025-03-29,active,True,payment,30,False,2
T54750918613,16116,7.99,2025-02-27,Standard,2025-03-29,active,True,payment,30,False,3
T97489398836,15304,7.99,2025-02-27,Standard,2025-03-29,churned,False,payment,30,False,4
T65724025665,16110,7.99,2025-02-27,Standard,2025-03-29,active,True,payment,30,False,3
T83388728403,15372,12.99,2025-02-27,Premium,2025-04-28,active,True,payment,60,False,4
T73019246932,16074,7.99,2025-02-27,Standard,2025-03-29,active,True,payment,30,False,2
T56606671546,16052,12.99,2025-02-27,Premium,2025-04-28,active,True,payment,60,False,2
T79689830960,16793,12.99,2025-02-27,Premium,2025-04-28,churned,False,payment,60,False,2
T90194799863,16103,12.99,2025-02-27,Premium,2025-04-28,active,True,payment,60,False,2
T99050141454,16088,7.99,2025-02-27,Standard,2025-03-29,active,True,payment,30,False,3
T90546582617,16880,7.99,2025-02-27,Standard,2025-03-29,active,True,payment,30,False,2
T59297231897,16081,7.99,2025-02-27,Standard,2025-03-29,churned,False,payment,30,False,3
T94972859528,16077,7.99,2025-02-27,Standard,2025-03-29,active,True,payment,30,False,2
T52022941315,16797,7.99,2025-02-27,Standard,2025-03-29,active,True,payment,30,False,2
T76172154416,16117,12.99,2025-02-27,Premium,2025-04-28,active,True,payment,60,False,2
T92454114978,16907,7.99,2025-02-27,Standard,2025-03-29,active,True,payment,30,False,2
T54121760143,16148,7.99,2025-02-27,Standard,2025-03-29,churned,False,payment,30,False,2
T72712207601,16914,4.99,2025-02-27,Student Plan,2025-03-29,churned,False,payment,30,False,2
T87086414276,16066,12.99,2025-02-27,Premium,2025-04-28,active,True,payment,60,False,2
T87197299173,15336,7.99,2025-02-27,Standard,2025-03-29,churned,False,payment,30,False,4
T84403886787,16802,4.99,2025-02-27,Student Plan,2025-03-29,active,True,payment,30,False,2
T88316851031,15356,4.99,2025-02-27,Student Plan,2025-03-29,active,True,payment,30,False,4
T91554141495,16795,12.99,2025-02-27,Premium,2025-04-28,active,True,payment,60,False,2
T71673730314,15339,4.99,2025-02-27,Student Plan,2025-03-29,active,True,payment,30,False,4
T94423272409,16910,4.99,2025-02-27,Student Plan,2025-03-29,active,True,payment,30,False,2
T69369827192,15378,7.99,2025-02-27,Standard,2025-03-29,active,True,payment,30,False,3
T77553074338,16798,12.99,2025-02-27,Premium,2025-04-28,active,True,payment,60,False,2
T55169762675,16912,4.99,2025-02-27,Student Plan,2025-03-29,active,True,payment,30,False,2
T70543548665,16022,4.99,2025-02-27,Student Plan,2025-03-29,churned,False,payment,30,False,3
T57416638214,15960,7.99,2025-02-27,Standard,2025-03-29,active,True,payment,30,False,3
T71932106572,16823,4.99,2025-02-27,Student Plan,2025-03-29,churned,False,payment,30,False,2
T72141579738,16862,7.99,2025-02-27,Standard,2025-03-29,active,True,payment,30,False,2
T65121936212,16859,7.99,2025-02-27,Standard,2025-03-29,active,True,payment,30,False,2
T94836524968,15986,7.99,2025-02-27,Standard,2025-03-29,active,True,payment,30,False,3
T63125759316,16832,7.99,2025-02-27,Standard,2025-03-29,active,True,payment,30,False,2
T99698337726,16865,4.99,2025-02-27,Student Plan,2025-03-29,churned,False,payment,30,False,2
T83162649474,16009,4.99,2025-02-27,Student Plan,2025-03-29,churned,False,payment,30,False,3
T57308548104,16849,7.99,2025-02-27,Standard,2025-03-29,active,True,payment,30,False,2
T73725755855,15992,7.99,2025-02-27,Standard,2025-03-29,active,True,payment,30,False,3
T95296216880,16029,7.99,2025-02-27,Standard,2025-03-29,active,True,payment,30,False,3
T55575650621,16872,12.99,2025-02-27,Premium,2025-04-28,active,True,payment,60,False,2
T71835642386,16871,4.99,2025-02-27,Student Plan,2025-03-29,active,True,payment,30,False,2
T59740189876,16779,7.99,2025-02-26,Standard,2025-03-28,active,True,payment,30,False,2
T70943829785,16015,4.99,2025-02-26,Student Plan,2025-03-28,active,True,payment,30,False,3
T59643004663,16860,4.99,2025-02-26,Student Plan,2025-03-28,churned,False,payment,30,False,2
T77877763807,15944,7.99,2025-02-26,Standard,2025-03-28,active,True,payment,30,False,3
T94869971435,15989,7.99,2025-02-26,Standard,2025-03-28,active,True,payment,30,False,3
T58888857436,16785,7.99,2025-02-26,Standard,2025-03-28,active,True,payment,30,False,2
T93649429400,16063,12.99,2025-02-26,Premium,2025-04-27,active,True,payment,60,False,2
T70170068760,15330,7.99,2025-02-26,Standard,2025-03-28,active,True,payment,30,False,4
T59757710426,15332,12.99,2025-02-26,Premium,2025-04-27,active,True,payment,60,False,3
T78302428836,15382,7.99,2025-02-26,Standard,2025-03-28,active,True,payment,30,False,3
T76160636532,16853,7.99,2025-02-26,Standard,2025-03-28,active,True,payment,30,False,2
T64846220207,16800,7.99,2025-02-26,Standard,2025-03-28,active,True,payment,30,False,2
T52801169230,15416,4.99,2025-02-26,Student Plan,2025-03-28,active,True,payment,30,False,3
T72899647579,16852,-1.0,2025-02-26,Student Plan,2025-03-28,active,True,refund/credit,30,False,2
T97839063713,16027,12.99,2025-02-26,Premium,2025-04-27,active,True,payment,60,False,2
T62501465093,15346,4.99,2025-02-26,Student Plan,2025-03-28,active,True,payment,30,False,4
T51771552962,16080,7.99,2025-02-26,Standard,2025-03-28,active,True,payment,30,False,3
T80200929894,16024,7.99,2025-02-26,Standard,2025-03-28,active,True,payment,30,False,3
T62173340945,15952,7.99,2025-02-26,Standard,2025-03-28,active,True,payment,30,False,3
T88900520094,16073,3.141689,2025-02-26,Standard,2025-03-28,active,True,payment,30,False,2
T86739612908,16774,7.99,2025-02-26,Standard,2025-03-28,active,True,payment,30,False,2
T75432758799,16834,-5.99,2025-02-26,Standard,2025-03-28,active,True,refund/credit,30,False,2
T62458649539,16775,7.99,2025-02-26,Standard,2025-03-28,active,True,payment,30,False,2
T69314482277,16794,7.99,2025-02-26,Standard,2025-03-28,active,True,payment,30,False,2
T91353519745,16034,4.99,2025-02-26,Student Plan,2025-03-28,active,True,payment,30,False,3
T76910385667,16875,4.99,2025-02-26,Student Plan,2025-03-28,active,True,payment,30,False,2
T75041959446,16083,12.99,2025-02-26,Premium,2025-04-27,active,True,payment,60,False,2
T62246141645,16060,7.99,2025-02-26,Standard,2025-03-28,active,True,payment,30,False,3
T78832030267,16057,7.99,2025-02-26,Standard,2025-03-28,active,True,payment,30,False,3
T81439231515,16822,7.99,2025-02-26,Standard,2025-03-28,churned,False,payment,30,False,2
T54771638672,16019,2.8998217,2025-02-26,Premium,2025-04-27,active,True,payment,60,False,2
T90046925257,16738,4.99,2025-02-26,Student Plan,2025-03-28,active,True,payment,30,False,2
T82384354877,16869,4.99,2025-02-26,Student Plan,2025-03-28,active,True,payment,30,False,2
T94088020016,16018,7.99,2025-02-26,Standard,2025-03-28,active,True,payment,30,False,2
T86620403113,16053,4.99,2025-02-26,Student Plan,2025-03-28,active,True,payment,30,False,3
T68521421545,15294,7.99,2025-02-26,Standard,2025-03-28,active,True,payment,30,False,4
T51165861236,15961,7.99,2025-02-25,Standard,2025-03-27,active,True,payment,30,False,3
T83784823578,16851,4.99,2025-02-25,Student Plan,2025-03-27,churned,False,payment,30,False,2
T73963600467,15351,7.99,2025-02-25,Standard,2025-03-27,active,True,payment,30,False,4
T65697611970,16772,7.99,2025-02-25,Standard,2025-03-27,active,True,payment,30,False,2
T51912422029,16046,7.99,2025-02-25,Standard,2025-03-27,churned,False,payment,30,False,2
T63478174747,16848,7.99,2025-02-25,Standard,2025-03-27,active,True,payment,30,False,2
T86348233072,16777,4.99,2025-02-25,Student Plan,2025-03-27,active,True,payment,30,False,2
T97602357164,16106,12.99,2025-02-25,Premium,2025-04-26,active,True,payment,60,False,2
T65386186001,15375,7.99,2025-02-25,Standard,2025-03-27,active,True,payment,30,False,4
T84088224112,16818,4.99,2025-02-25,Student Plan,2025-03-27,active,True,payment,30,False,2
T74059900962,16044,12.99,2025-02-25,Premium,2025-04-26,active,True,payment,60,False,2
T60123832662,15946,7.99,2025-02-25,Standard,2025-03-27,active,True,payment,30,False,3
T90564410542,16741,4.99,2025-02-25,Student Plan,2025-03-27,active,True,payment,30,False,2
T88063022736,16820,4.99,2025-02-25,Student Plan,2025-03-27,active,True,payment,30,False,2
T73882557943,16765,7.99,2025-02-25,Standard,2025-03-27,active,True,payment,30,False,2
T60266855426,16007,-5.99,2025-02-25,Premium,2025-04-26,active,True,refund/credit,60,False,2
T64898735526,16707,4.99,2025-02-25,Student Plan,2025-03-27,active,True,payment,30,False,2
T83083336240,16054,7.99,2025-02-25,Standard,2025-03-27,churned,False,payment,30,False,3
T86564772219,16062,7.99,2025-02-25,Standard,2025-03-27,active,True,payment,30,False,3
T50717759571,15981,4.99,2025-02-25,Student Plan,2025-03-27,churned,False,payment,30,False,3
T66758531193,16750,4.99,2025-02-25,Student Plan,2025-03-27,active,True,payment,30,False,2
T87321352511,15980,4.99,2025-02-25,Student Plan,2025-03-27,active,True,payment,30,False,3
T93700093717,16084,12.99,2025-02-25,Premium,2025-04-26,active,True,payment,60,False,2
T81357208647,16764,7.99,2025-02-25,Standard,2025-03-27,active,True,payment,30,False,2
T82176128567,16801,7.99,2025-02-25,Standard,2025-03-27,active,True,payment,30,False,2
T86917677953,16001,7.99,2025-02-25,Standard,2025-03-27,active,True,payment,30,False,2
T82055010773,16805,4.99,2025-02-25,Student Plan,2025-03-27,churned,False,payment,30,False,2
T71070843119,16723,4.99,2025-02-25,Student Plan,2025-03-27,active,True,payment,30,False,2
T61354003363,15389,12.99,2025-02-25,Premium,2025-04-26,active,True,payment,60,False,3
T99825603137,16725,7.99,2025-02-24,Standard,2025-03-26,active,True,payment,30,False,2
T93898487284,16780,4.99,2025-02-24,Student Plan,2025-03-26,active,True,payment,30,False,2
T81272396834,16756,4.99,2025-02-24,Student Plan,2025-03-26,active,True,payment,30,False,2
T75113990252,16014,12.99,2025-02-24,Premium,2025-04-25,active,True,payment,60,False,2
T98325199360,16688,-5.99,2025-02-24,Standard,2025-03-26,active,True,refund/credit,30,False,2
T55100686727,16699,7.99,2025-02-24,Standard,2025-03-26,churned,False,payment,30,False,2
T62001175744,15998,-1.0,2025-02-24,Standard,2025-03-26,active,True,refund/credit,30,False,2
T64668500052,15306,7.99,2025-02-24,Standard,2025-03-26,active,True,payment,30,False,3
T91800468931,15302,4.99,2025-02-24,Student Plan,2025-03-26,active,True,payment,30,False,4
T50281047529,16012,7.99,2025-02-24,Standard,2025-03-26,active,True,payment,30,False,3
T73310296349,16727,4.99,2025-02-24,Student Plan,2025-03-26,active,True,payment,30,False,2
T82569226767,15999,4.99,2025-02-24,Student Plan,2025-03-26,active,True,payment,30,False,3
T50176073517,16010,4.99,2025-02-24,Student Plan,2025-03-26,active,True,payment,30,False,3
T64028389812,16728,7.99,2025-02-24,Standard,2025-03-26,active,True,payment,30,False,2
T50676432389,15968,4.99,2025-02-24,Student Plan,2025-03-26,churned,False,payment,30,False,3
T80828027069,16745,4.99,2025-02-24,Student Plan,2025-03-26,churned,False,payment,30,False,2
T82475963615,15312,7.99,2025-02-24,Standard,2025-03-26,active,True,payment,30,False,4
T72009986652,16722,7.99,2025-02-24,Standard,2025-03-26,churned,False,payment,30,False,2
T53402950121,15903,4.99,2025-02-24,Student Plan,2025-03-26,active,True,payment,30,False,3
T52178317327,16680,7.99,2025-02-24,Standard,2025-03-26,active,True,payment,30,False,2
T56040055663,15937,4.99,2025-02-24,Student Plan,2025-03-26,active,True,payment,30,False,3
T96568312673,16048,7.99,2025-02-24,Standard,2025-03-26,active,True,payment,30,False,2
T95495794002,16038,12.99,2025-02-24,Premium,2025-04-25,churned,False,payment,60,False,2
T80402398649,16808,4.99,2025-02-24,Student Plan,2025-03-26,active,True,payment,30,False,2
T79934702676,16064,12.99,2025-02-24,Premium,2025-04-25,active,True,payment,60,False,2
T57097119882,15985,12.99,2025-02-23,Premium,2025-04-24,active,True,payment,60,False,2
